title_norm,level_1,level_2
مهندس خدمات مهندسی مخابرات,2,25
کارشناس مسئول اعتبار,2,24
کارشناس مسئول آموزش دوره اول متوسطه,2,23
کارشناس تحقیق توسعه و فن اوری,2,21
کارشناس کامپیوتری فرابری داده ها,2,25
کارشناس کارگزینی و خدمات رفاهی,2,24
کارشناس مسئول سامانههای اطلاعاتی,2,25
کارشناس کتابهای الکترونیک,2,26
مسئول امورفرهنگی و ورزشی,2,26
کارشناس ارزشیابی تحصیلی سوادآموزی,2,23
کارشناس هماهنگ کننده استراژی ها و اهداف,2,24
دبیر ادبیات,2,23
کارشناس تجاری کسب و کار,2,24
کارشناس مسیول آزمایشگاه موتور و خودرو,2,21
مسئول امور برنامه ریزی اجتماعی,2,26
کارشناس بررسی طرحهای کشاورزی,2,21
مربی کارشناس ارشد,2,23
کارشناس برنامه ریزی عملیات و ترانشیب,2,24
کارشناس برنامه ریزی و نیاز سنجی آموزشی,2,23
کارشناس کمیته معاملات جزئی و متوسط,2,24
کارشناس مسئول مطالعات کاربرد های پسیو,2,25
کارشناس تحقیقات ازمایشگاهی,2,21
کارشناس تامین کالاهای تخصصی,2,24
پرستار بیمارستان دولتی,2,22
کارشناس ارشد اجرای آموزش,2,23
کارشناس برنامه ریزی خرید,2,24
رییس تحقیقات بهداشت مو وبدن,2,22
کارشناس ارشد کامپوننتهای اویونیکی سطح 2,2,21
معاون پژوهش فناوری و انتقال یافته ها عضو هیات علمی,2,23
مهندس ارشد پالایش تبدیل و تصفیه گاز,2,21
کارشناس اموراجتماعی وانتخابات وشوراهای اسلامی,2,26
کارشناس مامور آزمایشگاه محیط زیست,2,21
کارشناس مالی ارزش افزوده,2,24
کارشناس امور مشاوران,2,24
کارشناس دو,2,24
مسئول ورزش و تربیت بدنی,2,23
کارشناس طراح برق قدرت,2,21
کارشناس نظارت برتوسعه,2,24
کارشناس ارشد آموزش سطح 5,2,23
کارشناس طراحی و مهندسی,2,21
کارشناس شبکه امنیت اطلاعات,2,25
کارشناس امنیت اتوماسیون و ابزار دقیق,2,25
معاون حسابداری صنعتی,2,24
کارشناس زیست بومهای دریایی,2,21
کارشناس امور نمایشگاه داخلی,2,24
مسئول ارزشیابی و تحلیل عیوب پراید ووو خودرو جدید,2,21
کارشناس اموزش وامتحانات وامورپرورشی,2,23
جراح متخصص چشم,2,22
حسابدار یک کارخانه,2,24
مسئول حسابداری دانشکده علوم انسانی,2,24
کارشناس سیستمهای مدیریت,2,24
کارشناس ارشد نظارت بر پروژه های ساختمانی,2,21
مشاور مدیر عامل و مسئول برنامه ریزی,2,24
کارشناس ام,2,24
کارشناس زراعت ترویج کاربری ماشین الات,2,21
کارشناس ارشد موشن گرافی,2,26
کارشناس اعتبارات و تامین مالی,2,24
کارشناس ارشد برنامه ریزی وتامین منابع انسانی,2,24
کارشناس مسئول پایش محیط زیست,2,21
کارشناس تولید bm,2,21
مسئول حسابداری و قراردادهای فروش,2,24
کارشناس مسئول امور عاملین ذیحساب,2,24
کارشناس مسئول بررسی طرحها و لوایح,2,26
مشاور فرصت شغلی,2,24
کارشناس مهندسی مرغوبیت,2,21
کارشناس مکانیک ابزار دقیق,2,21
کارشناس مسئول بهداشت ومحیط زیست,2,22
کارشناس کنترل کیفی پایپینگ,2,21
کارشناس مسئول داده امایی,2,25
مهندس hse,2,22
کارشناس برنامه ریزی وکنترل نت برق و ابزاردقیق,2,21
کارشناس بهینه سازی انرژی,2,21
مسئول فناوری اطلاعات سلامت,2,25
کارشناس مسئول سلامت حرفه ای,2,22
کارشاس آزمایشگاه محصول فولادسازی و نورد پیوسته,2,21
کارشناس تدارکات و برآورد مواد مصرفی,2,24
اموزش بدنسازی,2,23
مسئول اجرا و نظارت,2,21
کارشناس امورسیاسی دوم شرق اسیا و اقیانوسیه,2,26
کارشناس پایش تخلفات ساختمانی,2,21
کارشناس هواشناسی همدیدی,2,21
کارشناس مسئول نظارت بر مواد غذایی و اشامیدنی,2,22
مسئول کتابخانه فنی واستاندارد,2,26
کارشناس توسعه عمران,2,21
کارشناس مسئول نظارت بر روسازی خطوط,2,21
مسئول حسابداری پروژه,2,24
کارشناس رفاه و خدمات کارکنان,2,24
کارشناس رسیدگی برق,2,21
کارشناس ارشدامورسیاسی همطراز رئیس اداره دفترمطالعات سیاسی و بین,2,26
مربی تنیس روی میز,2,23
کارشناس امورمالی صدوراسنادحسابداری,2,24
کارشناس بازرسی و رسیدگی به شکایان مشتریان,2,24
کارشناس مسئول بررسیهای حقوقی,2,26
کارشناس مسئول پژوهش فناوری و ارتباط با,2,21
سر دفتر ازدواج و طلاق,2,26
کارشناس هواشناسی,2,21
کارشناس طرح و نقشه,2,21
کارشناس ارشد بازیافت رودیوم و تولید کاتالیست روپک,2,21
بازرس ارشدتضمین کیفیت,2,21
کارشناس آموزشهای عالی آزاد,2,23
مسیول حسابداری و قراردادهای فروش,2,24
کارشناس ارشد انبارمحصول,2,24
مسئول کنترل و تضمین کیفیت,2,21
کارشناس مسئول ارزیابی عملکرد موتور,2,21
کارشناس فناوری وخدمات مهندسی,2,21
کارشناس ساخت الکتروموتورهای دانش بنیان,2,21
کارشناس مهندسی سیستم های کنترلی,2,21
کارشناس صادرات محصولات شیمیایی,2,24
مشاور اجرایی معاونت تولید,2,24
کارشناس امور اداری بخش منابع انسانی,2,24
کارشناس ارتباط با بازاریابی و فروش,2,24
کارشناس کنترل سبد پروژه ها,2,24
کارشناس مسئول اداری مسئول کارگزینی وخدمات اموزشی,2,24
کارشناس مدیریت خرید و زنجیره تامین شبکه,2,24
مسئول کارشناس دفتر فنی,2,21
کارشناس مسئول داروخانه,2,22
کارشناس تعاون واشتغال,2,26
مسیول برنامه ریزی تولید محصولات شرکت سایپا,2,24
کارشناس برگزاری همایش ها و برنامه های عمومی,2,24
داروسازی,2,22
کارشناس سنگ شناسی,2,21
کارشناس ارشد کنترل حساب,2,24
کارشناس اسکادا پست های فشارقوی انتقال و فوق توزیع,2,25
کارشناس ارزیابی و توسعه شایستگی ها,2,24
کارشناس تعمیرات مکانیک کارگاه تعمیرات و آماده سازی کوره های,2,21
کارشناس توسعه کسب و کار,2,24
پیش بین هواشناسی کشاورزی مدیریت بحران,2,21
کارشناس برق نت نورد سبک,2,21
کارشناس ارشدپژوهش,2,21
کارشناس مسئول کارشناس کتابداری,2,26
کارشناس امورمالی اعتبارات وتعهدات,2,24
مهندس صنایع برنامه ریزی,2,21
کارشناس مسئول امورعمرانی وشهرسازی,2,21
کارشناس خرید خدمات قراردادی,2,24
سرپرست آزمایشگاه آب و خاک و گیاه,2,21
سرپرست آزمایشگاه تستهای ویژه محلول سازی,2,21
کارشناس اداری وتعاون ورفاه,2,24
کارشناس تحقیقات غلات,2,21
کارشناس تحقیقات باغی,2,21
کارشناس ارشد سفارشات و کارشناسی کالا,2,24
واحد ستاره دار دفتر برنامه ریزی و بودجه کارشناس مسئول نظارت بر اج,2,24
هیات علمی گروه ترمیمی دندانپزشکی,2,22
کارشناس ارشد امور نمایندگان,2,24
کارشناس ارشد اموزش,2,23
کارشناس مسئول امور هیات اجرایی منابع انسانی کارکنان غیرهیات علمی,2,24
سرپرست آموزش hse,2,23
کارشناس سیستمهای اطلاعات منابع انسانی,2,25
کارشناس ارشدترویج کشاورزی,2,21
کارشناس ارشدترویج,2,26
کارشناس فرآیندهای مدیریتی,2,24
کارشناس مسئول مکانیک تجهیزات دوار,2,21
کارشناس سیستم های رایانه ای,2,25
کارشناس خدمات پس ازفروش دیگ بخار,2,21
کارشناس خرید قطعات فنی,2,24
کترشناس مسئول امور دام,2,22
کارشناس تولید خط نورد گرم,2,21
مسئول فنی ازمایشگاه,2,21
کارشناس تولید مهندس شیفت تولید,2,21
کارشناس حفاظت رلیاژ توزیع و فوق توزیع,2,21
کارشناس مسئول نظارت و ارزیابی دستگاه ها و لوازم میکروب شناسی،ایمن,2,22
کارشناس دفتر فنی و دبیرخانه اسناد,2,26
کارشناس امورحقوقی کاکی,2,26
کارشناس مسیول مکانیک تجهیزات دوار,2,21
کارشناس جوش الکتریک,2,21
مسئول مهندسی مکانیک لوله سازی,2,21
کارشناس مسئول جمع اوری اطلاعات وامار,2,24
کارشناس مسئول اموزش دبستانی,2,23
کارشناس مسئول بخش مرجع و نشریات ادواری,2,26
گروه نظارت برساختمان,2,21
کارشناس مسئول اموزش مداوم جامعه پزشکی,2,22
کارشناس مسئول فضای سبز خدمات و ایمنی شهری,2,21
کارشناس تربیت بدنی وسلامت,2,22
کارشناس اداره اول افریقا,2,26
کارشناس تجزیه و تحلیل مالی,2,24
کارشناس مسئول برنامه ریزی تداوم پرواز,2,21
مسئول فنی آزمایشگاه,2,21
کارشناس اتوماسیون وابزاردقیق,2,21
کارشناس مسئول معماری و شهر سازی,2,21
مربی آموزش خیاطی,2,23
کارشناس مرکزتحقیقات,2,21
کارشناس انرژی و فرایند,2,21
